xc xc_err yc yc_err mag mag_err re re_err nsersic nsrsic_err BA BA_err PA PA_err sky sky_err error chi2nu prefix success_flag
80.1932 0.0096 80.4046 0.0097 7.0723 0.0095 4.3826 0.0578 1.4068 0.0165 0.8425 0.0056 -28.7722 1.7275 -0.2351 3.0589 0.0 1.6242 VFID1901-NGC4143 1
47.0284 0.0341 46.8542 0.0564 8.9854 0.0457 5.8609 0.3653 1.5769 0.079 0.551 0.0171 29.9226 2.0086 -2.689 4.1173 0.0 1.1946 VFID1916-UGC08313 1
73.2885 0.0045 73.324 0.0051 4.3891 0.0024 2.8002 0.0065 1.1244 0.0059 0.8764 0.0019 1.2836 0.5851 85.2181 5.6626 0.0 3.4454 VFID1935-NGC2798 1
86.289 0.0055 60.3239 0.0063 4.3924 0.0029 2.7962 0.008 1.1134 0.0071 0.8764 0.0023 1.2658 0.7186 168.9588 9.7449 0.0 5.1964 VFID1936-NGC2799 1
48.9845 0.824 48.6118 0.2627 10.5328 0.0892 8.6943 1.0853 0.5003 0.1202 0.2816 0.0305 -72.4708 2.8478 2.1437 3.8393 0.0 1.183 VFID1940-UGC08365 1
28.2868 0.103 28.5186 0.13 9.2267 0.0379 5.2525 0.2732 0.6947 0.0589 0.6455 0.0216 -37.2004 4.07 -1.5352 9.3897 0.0 1.2617 VFID1941-UGC04904 1
35.2334 0.0101 35.2664 0.0062 7.0599 0.0046 3.6883 0.0223 0.8709 0.0065 0.6679 0.0024 63.8438 0.4423 51.8105 6.3857 0.0 1.453 VFID1952-UGC07129 1
22.0973 0.0179 27.8435 0.0219 8.6513 0.025 2.9029 0.0877 1.1826 0.0402 0.7671 0.0121 42.6578 2.8434 -0.8899 10.8941 0.0 1.5099 VFID1954-UGC04556 1
70.5314 0.0255 71.4337 0.0112 7.2465 0.0086 8.5662 0.0993 1.1965 0.0129 0.4334 0.0025 -83.5596 0.2968 0.1664 2.2737 0.0 1.4306 VFID1979-NGC5289 1
54.6934 0.0211 55.6812 0.0372 6.288 0.0032 10.0159 0.0476 0.4988 0.0048 0.5679 0.0023 13.0234 0.3008 4.4526 3.8973 0.0 1.4775 VFID1990-NGC5320 1
44.1297 0.0283 42.7833 0.0294 6.2301 0.0054 7.0843 0.0546 0.7463 0.0079 0.9372 0.0052 14.1299 3.9849 10.1606 7.9749 0.0 2.6701 VFID2001-NGC4625 1
29.9407 0.1358 30.7681 0.1045 8.3519 0.0278 6.6181 0.2503 0.7433 0.0436 0.8148 0.0194 -69.3626 5.935 -6.547 10.1002 0.0 1.3408 VFID2016-UGC05187 1
28.3357 0.2125 29.0602 0.6203 10.1184 0.1958 10.4944 2.3606 1.2146 0.2496 0.3537 0.0377 -17.2959 4.5017 24.2298 9.1217 0.0 1.1831 VFID2069-UGC08721 1
24.5762 0.0737 25.3727 0.0985 9.7735 0.4452 7.8878 4.1908 2.7204 0.7474 0.9432 0.1091 27.8994 67.6005 85.6039 14.7274 0.0 1.1148 VFID2077-CGCG218-060 1
33.544 0.0954 34.3302 0.1178 10.5144 0.1084 3.8126 0.5371 1.0607 0.1631 0.615 0.0493 -37.3698 7.4306 -96.5544 5.8294 0.0 1.304 VFID2078-NGC5358 1
20.076 0.0085 19.8401 0.0112 8.2448 0.0107 2.24 0.0343 1.1165 0.0203 0.8703 0.0088 31.4648 3.1514 149.1672 12.0488 0.0 1.5577 VFID2081-MRK0462 1
48.4194 0.4316 46.7178 0.2366 9.9231 0.0505 7.742 0.5762 0.5158 0.0778 0.5357 0.0333 76.6925 4.1869 38.1135 3.4572 0.0 1.1331 VFID2098-UGC06455 1
138.1406 0.083 137.5809 0.0565 5.8438 0.0112 21.2808 0.3206 1.2117 0.0159 0.6728 0.0054 85.4321 0.9181 18.068 1.985 0.0 1.8878 VFID2115-NGC4145 1
36.1384 0.0404 36.595 0.0334 8.9194 0.0361 4.2363 0.1989 1.3652 0.0598 0.8369 0.0203 58.9838 5.8623 -67.818 5.5523 0.0 1.1217 VFID2116-NGC3648 1
14.9966 0.4494 19.0624 0.2131 10.1327 0.0667 7.6526 0.4502 0.2988 0.0653 0.381 0.0247 -89.0364 2.788 -26.356 12.9257 0.0 1.1832 VFID2122-UGC07678 1
15.3611 0.2041 15.5533 0.3316 11.32 0.1206 3.0445 0.498 0.4908 0.1723 0.5325 0.0723 31.4714 9.7701 31.0756 17.6437 0.0 1.3864 VFID2126-KUG1010+400 1
66.8382 0.0608 66.9556 0.0818 8.7683 0.0777 8.6218 0.9265 1.7586 0.1408 0.531 0.0232 -4.5738 3.0877 -13.4492 3.8926 0.0 1.5657 VFID2129-UGC06792 1
25.999 0.2226 26.1793 0.17 9.664 0.0489 5.9881 0.2576 0.3187 0.0451 0.6191 0.0277 -65.165 4.4399 -19.1634 10.1085 0.0 1.2101 VFID2131-KUG1154+400 1
42.3502 0.0114 42.2893 0.019 7.133 0.0104 5.4709 0.0774 1.2706 0.0171 0.618 0.0047 -22.739 0.6902 -20.9731 6.5007 0.0 2.034 VFID2142-IC4336 1
48.1985 0.092 48.7288 0.1462 8.1991 0.0167 9.0573 0.2255 0.5119 0.0258 0.5522 0.0115 -33.2789 1.4552 13.4482 4.831 0.0 1.5278 VFID2155-NGC5346 1
40.6129 0.4735 41.9795 0.9157 8.7686 0.168 4.4765 1.0258 0.3898 0.2146 0.5065 0.1155 -7.7341 12.626 1320.3823 75.9052 0.0 210.3697 VFID2162-UGC08736 1
87.1517 0.0059 87.0865 0.0065 2.7643 0.0187 0.9852 0.0309 5.643 0.1205 0.9696 0.0029 40.2824 2.7333 -4.6573 5.819 0.0 6.832 VFID2171-NGC4151 1
93.345 2.0238 103.3658 1.8983 8.7518 0.2559 74.099 10.7686 0.045 0.026 0.0797 0.0043 -46.7686 0.2506 38.7961 1.9908 1.0 1.3464 VFID2192-UGC04704 1
88.9043 0.0729 90.7041 0.0331 6.2423 0.0089 17.8596 0.2115 0.9846 0.0129 0.4352 0.0026 -64.9114 0.359 -15.5055 2.7181 0.0 1.7806 VFID2227-NGC5112 1
13.887 0.4769 11.2166 0.3471 10.0532 0.0694 10.6886 0.5404 0.1411 0.0408 0.2391 0.0144 52.9849 1.0404 -1.5336 21.0037 0.0 1.1899 VFID2230-UGC08793 1
24.3382 0.0911 25.0601 0.1332 10.4195 0.0743 2.4335 0.2221 0.7237 0.0882 0.7848 0.056 -23.8024 12.3515 40.2332 10.5599 0.0 1.3168 VFID2259-KUG1127+385 1
158.2966 2.3789 148.5992 0.377 9.3678 0.1366 30.4784 5.3172 0.8526 0.1896 0.1613 0.0168 -82.6678 1.7261 21.5697 1.4377 0.0 1.2576 VFID2268-UGC06955 1
39.0054 0.0204 38.9278 0.0185 7.9543 0.0164 3.0943 0.0775 1.4359 0.0382 0.8505 0.0124 45.5423 3.5993 -2.9935 7.1697 0.0 1.4552 VFID2271-UGC06433 1
79.7981 0.1776 81.1101 0.3152 7.3135 0.028 19.705 0.7504 0.8308 0.043 0.5491 0.0121 29.9324 1.8532 -11.259 3.661 0.0 1.5526 VFID2275-NGC3930 1
22.6824 0.043 23.4736 0.048 9.2842 0.0354 2.9465 0.1324 0.9174 0.0552 0.7995 0.0232 22.8737 6.1365 -7.9668 11.5693 0.0 1.3797 VFID2303-KUG1032+379B 1
93.2948 0.0162 92.1606 0.01 4.5969 0.0016 13.3714 0.0171 0.3212 0.0014 0.4747 0.0007 -66.7834 0.088 6.074 4.2079 0.0 4.1038 VFID2315-NGC3294 1
60.2372 1.602 63.3782 0.231 9.8345 0.0948 17.6172 2.2212 0.5779 0.1502 0.1438 0.0146 84.2912 1.3671 5.7978 3.7281 0.0 1.3507 VFID2347-UGC07125 1
48.2831 0.0346 48.3384 0.0525 7.9479 0.0109 5.8319 0.0924 0.6386 0.0185 0.6355 0.0074 33.5509 1.1957 31.5929 4.5639 0.0 1.2746 VFID2357-UGC06517 1
41.4364 0.1442 40.907 0.2164 8.864 0.1633 13.5509 2.1354 1.6087 0.174 0.5779 0.0392 -36.758 4.9229 -7.4831 7.7015 0.0 1.2692 VFID2364-NGC5002 1
14.4457 0.0454 14.4363 0.0518 8.7812 0.0211 3.0927 0.084 0.6758 0.0319 0.895 0.0179 -10.3113 8.447 -46.8889 22.9335 0.0 1.3379 VFID2368-KUG1128+368 1
65.4391 0.017 64.6034 0.0068 4.474 0.0015 10.5969 0.0208 0.5215 0.0024 0.4014 0.0007 85.0897 0.0716 21.2692 7.5868 0.0 5.4219 VFID2374-NGC3813 1
87.6613 0.0707 88.2758 0.0413 7.2218 0.0117 12.3798 0.1989 0.9214 0.0183 0.3842 0.0034 -60.254 0.416 -1.4157 2.4502 0.0 1.2629 VFID2389-NGC3755 1
64.3605 0.0062 64.1572 0.0049 6.3633 0.0022 3.1914 0.0114 0.9413 0.0052 0.7926 0.0017 -77.2365 0.4762 35.5316 3.3411 0.0 1.5292 VFID2403-NGC5014 1
42.0222 0.1888 40.4357 0.3644 10.4864 0.0693 5.0764 0.4941 0.5431 0.1078 0.4901 0.0393 -0.5078 4.6873 -9.8577 4.4308 0.0 1.1775 VFID2422-UGC08731 1
25.4013 0.2807 25.8775 0.2381 12.4023 0.3002 2.0779 0.7565 0.7998 0.5952 0.351 0.1038 52.7365 10.1308 21.4947 9.7601 0.0 1.4548 VFID2433-KUG1128+362 1
74.3412 0.0367 75.5424 0.1727 8.3704 0.0226 12.0057 0.3773 0.8725 0.032 0.223 0.0043 -3.275 0.4477 1.5143 2.5503 0.0 1.1916 VFID2455-IC4213 1
39.0608 0.0789 38.8546 0.0766 10.1589 0.0679 2.7615 0.266 0.8758 0.0989 0.7991 0.0452 -55.5261 12.065 29.833 6.0319 0.0 1.3562 VFID2481-UGC06827 1
29.7653 0.0155 30.3837 0.0137 8.1291 0.0109 2.4511 0.0336 0.9118 0.0166 0.9357 0.0095 -58.585 6.5421 39.3085 7.9103 0.0 1.3263 VFID2484-NGC3694 1
26.4381 0.2755 28.6325 0.141 9.4831 0.1653 9.8087 1.5021 1.3828 0.1795 0.4925 0.0364 -77.9214 4.3791 41.5387 11.1636 0.0 1.2137 VFID2488-UGC08318 1
34.464 0.0058 33.9048 0.0073 6.9475 0.0046 2.3881 0.0172 1.2808 0.0132 0.9556 0.0041 22.6073 4.2618 36.0208 7.5182 0.0 1.7744 VFID2492-UGC06570 1
52.2849 0.0381 50.1274 0.0147 7.5631 0.0076 5.4848 0.0573 0.6458 0.013 0.3878 0.0031 87.381 0.3402 -27.2661 5.1411 0.0 1.488 VFID2493-UGC06526 1
25.254 0.0232 25.1201 0.0314 7.6482 0.009 4.617 0.0609 0.7333 0.0151 0.6803 0.0058 30.1657 1.1447 39.9259 11.475 0.0 1.3613 VFID2500-UGC05738 1
18.3836 0.0606 20.1159 0.1111 9.4696 0.0446 4.0398 0.2442 0.9059 0.0732 0.5613 0.021 8.9783 2.9902 -3.1464 15.0103 0.0 1.2805 VFID2505-MRK0426 1
33.27 0.0697 33.8221 0.0552 8.1922 0.0153 4.9214 0.1062 0.6485 0.0237 0.8521 0.0138 -77.7482 4.7501 84.7611 7.502 0.0 1.2869 VFID2521-UGC05870 1
31.4454 0.0109 28.6545 0.0127 8.3061 0.0208 3.2916 0.0945 1.6619 0.0514 0.8514 0.0125 41.2738 3.6261 27.6307 8.911 0.0 1.3751 VFID2533-UGC08323 1
60.1243 0.0232 61.0587 0.0158 6.2348 0.0075 8.7756 0.0876 1.2293 0.0113 0.6733 0.0035 75.3218 0.5934 -25.6506 4.6775 0.0 1.5753 VFID2546-NGC3381 1
33.7961 0.4769 35.9378 0.5293 9.5721 0.8143 19.5516 16.4507 1.9887 0.9294 0.49 0.0962 -35.8222 10.0098 -75.8142 11.6128 0.0 1.1846 VFID2550-UGC05004 1
96.3854 0.0196 96.225 0.019 7.3218 0.0156 5.3392 0.1113 1.4012 0.0247 0.9322 0.0094 4.7454 6.456 -26.8488 2.6482 0.0 1.3333 VFID2560-NGC2859 1
39.0072 0.0195 39.6783 0.0409 8.4447 0.0112 4.2782 0.068 0.6869 0.0202 0.4676 0.0053 15.5162 0.646 14.8134 5.2816 0.0 1.2856 VFID2562-UGC05990 1
131.3146 0.3823 136.732 0.2337 11.7784 0.195 3.3443 7.5032 0.0393 0.2216 0.5759 0.1122 -78.6701 10.1881 16.1627 1.8812 1.0 1.5772 VFID2563-UGC05829 1
56.5715 0.0883 59.0095 0.1039 7.876 0.0265 6.2982 0.2284 0.7938 0.0359 0.8677 0.0226 -30.2865 7.8696 20.2373 6.7275 0.0 2.5962 VFID2566-NGC2793 1
32.213 0.4151 32.0171 0.4434 10.4002 0.0941 6.8662 0.5587 0.2322 0.0662 0.3505 0.0329 -43.8111 2.909 27.613 7.8203 0.0 1.3329 VFID2571-UGC06512 1
48.3998 0.561 47.8205 0.7211 9.5328 0.1163 9.2236 1.4795 0.8295 0.165 0.7797 0.0826 4.4947 20.1703 -3.631 5.7903 0.0 1.2487 VFID2575-UGC05015 1
17.0262 0.0096 16.344 0.0109 6.4348 0.0032 3.4927 0.016 0.6727 0.0058 0.8926 0.003 24.5399 1.4164 216.9362 23.4072 0.0 2.225 VFID2593-NGC3442 1
40.3435 0.0116 41.4835 0.0067 5.2259 0.0015 6.6879 0.0136 0.4631 0.0023 0.5734 0.0011 -76.2925 0.1379 117.6744 8.7659 0.0 2.9324 VFID2619-NGC3021 1
30.4156 0.0288 30.5993 0.0559 8.3575 0.0129 4.4299 0.0746 0.526 0.0197 0.467 0.0068 -3.5853 0.772 9.2997 8.5859 0.0 1.3523 VFID2621-KUG1130+337 1
142.2907 0.0185 143.6822 0.0063 5.455 0.0062 15.8034 0.1386 1.6875 0.0114 0.3482 0.0013 79.9792 0.1371 -39.3625 1.9632 0.0 1.6536 VFID2628-NGC3003 1
16.9698 0.0222 17.7506 0.0268 7.1942 0.0102 4.0233 0.0517 0.6932 0.013 0.8284 0.0079 33.3927 2.2743 189.4546 30.6361 0.0 3.718 VFID2630-UGC06070 1
28.488 0.1275 29.0449 0.1053 9.5315 0.0533 5.2277 0.362 0.8888 0.0815 0.4173 0.0162 -48.6214 2.0707 -26.1486 8.6284 0.0 1.1956 VFID2637-UGC06561 1
27.5552 0.1448 29.2352 0.2488 9.6218 0.053 6.412 0.2276 0.1586 0.0316 0.5365 0.0234 16.5527 2.4684 15.5344 8.6618 0.0 1.2501 VFID2641-UGC05326 1
40.0088 0.3638 38.6912 0.4528 9.8938 0.0834 8.8156 0.5082 0.144 0.0464 0.4739 0.0316 -36.2702 3.3387 -19.6082 5.878 0.0 1.269 VFID2656-UGC05393 1
104.0597 0.0364 103.8444 0.0533 5.8706 0.0036 16.5476 0.0804 0.5091 0.0056 0.2584 0.0011 -34.3352 0.1037 -32.0382 2.6349 0.0 1.5302 VFID2659-NGC2770 1
53.3779 0.0769 52.3879 0.0294 8.3519 0.0133 6.1533 0.1143 0.6377 0.0222 0.3807 0.005 87.6315 0.5896 25.0749 3.9507 0.0 1.4049 VFID2661-UGC08630 1
120.5749 0.049 119.4231 0.0583 5.1592 0.0057 12.7021 0.103 0.5662 0.0092 0.5137 0.0033 39.0815 0.4148 67.5555 6.0728 0.0 13.4863 VFID2672-NGC3430 1
48.8779 2.2759 39.3845 0.4254 10.7272 0.1409 14.8364 2.6212 0.3588 0.1785 0.1557 0.0284 -79.1416 2.2499 10.1742 5.945 0.0 1.1743 VFID2680-UGC08181 1
20.9635 0.0403 21.1929 0.0277 9.0288 0.0235 2.4421 0.0799 0.8484 0.0333 0.9359 0.0178 44.644 15.6469 9.621 12.7927 0.0 1.2619 VFID2681-MRK0408 1
35.4136 0.1301 34.5735 0.1784 8.6515 0.0273 6.8979 0.2798 0.5648 0.0422 0.7374 0.0242 26.793 4.6875 1.0728 7.4907 0.0 1.2771 VFID2690-IC2604 1
24.0683 0.0405 23.6508 0.0218 8.332 0.0217 5.3587 0.1592 1.1943 0.0352 0.4821 0.0078 -57.3526 0.958 65.8547 10.9141 0.0 1.3763 VFID2692-IC2608 1
31.053 0.0099 32.1629 0.0109 7.0781 0.0103 4.1631 0.0607 1.4531 0.0181 0.7331 0.0055 -37.4742 1.0202 23.8582 10.1081 0.0 1.9068 VFID2704-UGC06545 1
59.8394 0.0112 62.1349 0.0056 4.6756 0.0016 6.8398 0.0132 0.5265 0.0025 0.4866 0.0008 -81.3818 0.0991 62.7871 8.3024 0.0 5.3003 VFID2723-NGC3067 1
25.5326 0.031 24.7444 0.0315 8.4511 0.02 3.1586 0.0853 0.9391 0.0304 0.9368 0.0145 37.9884 12.6256 24.5665 11.4598 0.0 1.3499 VFID2734-NGC3011 1
195.9041 0.0263 194.4113 0.0172 7.0512 0.0047 5.221 0.0365 0.5943 0.0087 0.6675 0.0037 -86.217 0.6012 18.549 1.1615 0.0 1.452 VFID2737-NGC4656 1
20.6767 0.0165 21.0503 0.0271 8.6547 0.0284 3.3078 0.1342 1.4246 0.0567 0.8024 0.0142 21.4783 4.0035 -27.9148 13.7583 0.0 1.3421 VFID2746-NGC4509 1
31.9132 0.2244 31.5234 0.1482 9.4043 0.0375 6.8003 0.3559 0.5449 0.0607 0.3635 0.0156 -56.3178 1.612 58.9066 7.1725 0.0 1.2995 VFID2757-UGC06658 1
26.0479 0.1098 25.9531 0.1175 9.9438 0.1451 4.6697 0.9005 1.6391 0.2623 0.8967 0.083 -33.9905 34.836 30.1317 11.6491 0.0 1.2266 VFID2760-NGC2970 1
60.2699 0.0316 62.3787 0.0993 6.2142 0.0102 9.7581 0.0988 0.3291 0.0106 0.2932 0.0032 -8.165 0.2994 205.8866 15.4845 0.0 19.7314 VFID2762-NGC3788 1
52.3604 0.0718 30.872 0.1042 10.3358 0.0922 2.7424 0.3242 1.0419 0.1469 0.777 0.0555 37.872 13.8888 -10.0055 6.0251 0.0 1.3168 VFID2765-UGC05934 1
87.6545 0.0181 87.8802 0.0139 4.3453 0.0021 8.9694 0.021 0.4412 0.0033 0.7296 0.0016 -82.9611 0.2832 -24.3207 6.7414 0.0 6.805 VFID2774-NGC2964 1
23.0092 0.0904 23.7085 0.1537 9.359 0.0356 4.9465 0.2376 0.5945 0.0611 0.5291 0.0197 31.4035 2.6155 39.5305 11.3631 0.0 1.2391 VFID2777-IC2445 1
50.1452 1.0474 55.7865 0.6787 9.7622 0.1053 11.5332 0.9513 0.2517 0.0752 0.5932 0.0561 85.1902 7.3538 -3.4833 4.0273 0.0 1.2344 VFID2798-UGC06900 1
24.3586 0.3747 23.6959 0.7726 10.8489 0.1415 10.1908 0.6893 0.0746 0.0571 0.2198 0.0193 -25.8978 1.6649 18.8923 8.6804 0.0 1.2219 VFID2804-UGC06684 1
26.1336 0.1594 27.5729 0.219 9.8305 0.0586 6.052 0.4897 0.7238 0.0876 0.4385 0.0233 35.9299 2.8545 -5.343 8.6048 0.0 1.2049 VFID2820-KUG1157+315 1
55.9226 0.0877 55.4497 0.0736 8.8618 0.0863 6.7622 0.8272 1.7495 0.1607 0.8064 0.0451 -47.5439 10.4972 29.5948 5.4304 0.0 1.3164 VFID2842-NGC2679 1
58.5748 0.0269 56.1206 0.0722 7.011 0.0063 10.5252 0.0779 0.3595 0.0073 0.3569 0.0027 15.8186 0.2577 1.5909 4.5204 0.0 1.456 VFID2875-NGC4020 1
61.2718 0.0923 60.2251 0.0586 7.1235 0.0085 11.2478 0.1411 0.5297 0.0136 0.5773 0.0059 57.8454 0.8311 6.5109 3.8431 0.0 1.3061 VFID2883-NGC4525 1
47.1055 0.4409 48.6688 0.3405 9.1348 0.3623 18.9364 7.0581 1.7645 0.4019 0.4717 0.0571 52.5797 6.0193 24.8173 7.3759 0.0 1.2476 VFID2891-UGC05478 1
29.1415 0.1583 29.351 0.1498 10.5485 0.0864 2.7225 0.3126 0.7672 0.1071 0.9357 0.0759 -86.9253 57.1901 53.8609 7.9599 0.0 1.3266 VFID2897-NGC4308 1
71.2663 0.1168 73.1234 0.1063 6.1176 0.0067 15.7644 0.1495 0.4746 0.0086 0.9149 0.0079 -69.1162 4.0657 -48.0841 4.1505 0.0 1.6419 VFID2905-NGC4136 1
110.5447 0.0052 111.8712 0.0059 6.13 0.0019 3.6049 0.0108 0.6242 0.0034 0.8736 0.0021 -28.9156 0.7535 58.7281 2.214 0.0 1.526 VFID2911-NGC4314 1
52.3 55.9359 49.1186 37.4642 6.8041 4.1031 2751.7122 10401.1875 2.2245 2.1021 0.0017 0.0048 -56.1829 0.1775 9.6426 5.3235 1.0 1.2251 VFID2927-UGC07673 1
33.0026 0.0976 32.4655 0.1283 8.3621 0.0205 6.8527 0.2124 0.6328 0.0334 0.7212 0.0166 -18.4588 3.1951 -12.6564 7.8363 0.0 1.2832 VFID2961-NGC4286 1
43.2746 0.011 43.089 0.0125 6.3931 0.006 2.9221 0.0253 0.8485 0.0095 0.9416 0.0055 -75.8831 4.7425 112.464 14.113 0.0 6.9919 VFID2970-NGC3032 1
68.809 0.4405 71.1319 0.9493 11.2155 0.105 9.0441 0.0252 0.0123 0.0421 0.242 0.0876 -37.0495 6.7498 192.0978 13.0943 1.0 23.2107 VFID2974-NGC4173 1
57.7647 0.0077 57.2243 0.0163 6.7225 0.0033 5.2307 0.0247 0.5866 0.0056 0.4664 0.0017 -22.5346 0.2035 51.5747 4.3352 0.0 1.5156 VFID2975-NGC4310 1
22.8012 0.0552 23.6629 0.0603 9.3972 0.0486 2.9706 0.2027 1.1534 0.0894 0.7922 0.0282 7.7497 7.5231 33.1285 12.9998 0.0 1.3455 VFID2980-KUG0933+293 1
20.162 0.0345 20.0916 0.031 8.6146 0.0201 2.9577 0.0747 0.8712 0.0282 0.8633 0.0131 77.4786 5.5286 44.0431 13.6509 0.0 1.3746 VFID2996-UGCA201 1
29.5493 0.0066 28.7363 0.0058 6.4432 0.0046 2.6013 0.0151 1.2173 0.0107 0.9602 0.004 72.1204 4.3948 81.83 11.6366 0.0 2.0983 VFID3006-NGC3265 1
43.821 0.9304 43.7232 1.3364 13.4074 105.2949 20.1339 6254.2188 18.6831 2052.3755 0.8101 3.7676 89.6093 892.7476 25.2093 6.0257 1.0 1.4525 VFID3013-UGC07300 1
65.2734 0.1367 66.3283 0.0485 7.6062 0.0145 10.8483 0.2281 0.6751 0.0246 0.3467 0.0052 84.0599 0.5471 -2.4176 4.0657 0.0 1.3722 VFID3035-NGC3026 1
47.132 0.0618 47.534 0.1196 8.0187 0.0224 10.3132 0.3138 0.8719 0.0327 0.4343 0.0072 -25.7919 0.9648 -58.3735 5.0549 0.0 1.2572 VFID3065-NGC5117 1
70.6665 0.0214 71.0518 0.0152 7.2116 0.0105 5.8637 0.0838 1.2688 0.0171 0.69 0.0054 -82.2262 0.9183 22.8716 3.211 0.0 1.2955 VFID3073-NGC4251 1
47.9819 0.0283 46.491 0.0137 7.6459 0.0086 4.3658 0.0499 0.7075 0.0119 0.5525 0.0044 74.9454 0.6034 1.007 5.4856 0.0 1.2899 VFID3106-IC2361 1
28.8234 0.5477 33.5481 0.2153 10.3722 0.2177 8.6384 2.5349 1.3591 0.3504 0.4162 0.064 -73.598 6.8928 -3.5998 8.2794 0.0 1.2792 VFID3120-PGC10046387GROUP 1
87.6627 0.4438 89.4669 0.8441 8.086 0.0448 22.0596 1.4205 0.662 0.0695 0.5118 0.0241 21.3755 3.2453 22.9658 2.9291 0.0 1.3007 VFID3139-NGC4393 1
26.7756 0.007 27.1848 0.0091 5.5919 0.0024 3.8978 0.0123 0.6141 0.0042 0.6953 0.0019 5.9408 0.3111 252.0354 17.9612 0.0 3.94 VFID3160-IC2520 1
30.8987 0.0123 30.0174 0.0097 6.762 0.0041 3.9009 0.023 0.8029 0.0075 0.7824 0.0029 71.1631 0.7709 15.7951 9.22 0.0 1.7567 VFID3167-NGC4670 1
57.3123 0.2344 59.7576 0.1625 8.6051 0.039 9.9429 0.5365 0.7714 0.0575 0.5024 0.0162 54.6889 2.2895 2.4345 4.2124 0.0 1.3184 VFID3249-NGC4562 1
66.119 0.0124 57.1584 0.0212 6.2459 0.0092 8.6101 0.1111 1.3966 0.0152 0.4553 0.0029 29.1977 0.332 3.5002 6.1611 0.0 3.5908 VFID3256-NGC4747 1
37.3459 0.0105 37.6279 0.0067 6.4581 0.0026 4.8825 0.0191 0.6914 0.0045 0.6035 0.0017 -64.8347 0.2482 7.1865 6.08 0.0 1.5461 VFID3287-UGC10721 1
26.4214 0.4495 26.8443 0.4872 11.7655 6966.1675 5.7198 18349.4414 0.0072 0.0268 0.8384 0.1184 -31.4347 34.4306 43.0711 9.8988 1.0 1.2788 VFID3345-UGC08249 1
70.2665 0.0746 70.4586 0.0383 8.4095 0.0369 6.0574 0.2933 1.2597 0.059 0.5307 0.0137 87.503 1.7393 0.9539 3.8832 0.0 1.3925 VFID3360-NGC3098 1
53.5068 1.1333 44.9743 2.3749 10.6117 2277.343 37.3129 39132.1445 0.0337 0.0078 0.058 0.0056 25.4251 0.3704 46.9687 4.8592 1.0 1.3223 VFID3410-UGC06782 1
48.382 0.1137 51.5929 0.3392 8.5293 0.0435 13.0261 0.7741 0.8511 0.0642 0.3295 0.011 15.5176 1.3378 5.3184 5.5361 0.0 1.2938 VFID3474-NGC4455 1
30.8185 0.4278 31.6958 0.1182 10.0257 0.0995 8.1512 1.0731 0.8912 0.1271 0.2953 0.0206 -86.9774 2.5011 -23.6659 7.7282 0.0 1.2443 VFID3509-UGC05574 1
26.9216 0.0705 28.0383 0.1231 9.7144 0.0744 4.1409 0.4091 1.125 0.1128 0.535 0.0298 20.6978 3.8527 -12.7081 11.0082 0.0 1.2949 VFID3511-KUG0815+225 1
27.3193 0.315 28.5125 0.2925 10.6798 0.0887 3.851 0.512 0.4695 0.1528 0.7649 0.0949 41.7551 18.9374 -22.5445 9.1372 0.0 1.2579 VFID3565-MCG+04-25-050 1
53.0767 0.0171 57.3971 0.0483 6.1427 0.0039 10.5946 0.052 0.3691 0.0047 0.3563 0.0018 13.9761 0.1678 16.9318 6.4985 0.0 2.2062 VFID3567-NGC3287 1
30.2798 0.5037 30.1074 0.3627 10.9393 0.1581 5.7013 0.538 0.1143 0.0881 0.4323 0.0499 55.7766 5.1035 -2.7815 9.0125 0.0 1.3576 VFID3571-UGC05805 1
23.8697 0.1776 24.7559 0.332 10.3667 0.058 5.1828 0.4239 0.4176 0.0826 0.3303 0.0246 -28.4672 2.5671 -23.9775 11.3226 0.0 1.3953 VFID3575-2MFGC10495 1
48.099 0.0067 47.6261 0.0053 5.7981 0.0047 5.4476 0.0407 1.5894 0.0113 0.6216 0.0023 47.8094 0.3216 17.0125 8.1294 0.0 3.5573 VFID3577-NGC6186 1
37.8432 0.036 37.4046 0.0367 9.121 0.0581 3.7142 0.2901 1.6428 0.1151 0.9377 0.039 19.5679 24.158 17.0456 6.5077 0.0 1.2177 VFID3732-NGC6149 1
47.4557 0.0178 47.2849 0.0233 8.231 0.0136 2.9094 0.0521 0.8974 0.0188 0.9785 0.0112 56.1015 25.3723 57.7722 5.0597 0.0 1.3571 VFID3750-NGC4336 1
97.3937 0.0037 97.011 0.007 5.8025 0.0018 4.2877 0.0112 0.8438 0.0047 0.5733 0.0012 -15.41 0.1484 -2.9905 2.6912 0.0 1.5027 VFID3823-NGC4064 1
32.467 0.0864 33.2298 0.0604 9.847 0.0533 2.6907 0.1723 0.7963 0.0782 0.8957 0.0424 53.074 19.3765 -19.4962 7.5968 0.0 1.2589 VFID3848-IC3473 1
12.8726 0.0195 13.1057 0.0181 8.908 0.0171 2.2543 0.0517 0.8683 0.0222 0.8319 0.0114 15.0337 3.708 46.1891 19.8038 0.0 1.272 VFID3905-MRK0886 1
32.118 0.0619 35.6784 2.2536 11.6588 6.3802 40.3322 535.5413 9.4143 73.0075 0.0255 0.0226 3.3078 1.4654 37.4277 8.0842 1.0 1.2981 VFID3913-UGC07346 1
