xc xc_err yc yc_err mag mag_err re re_err nsersic nsrsic_err BA BA_err PA PA_err sky sky_err error chi2nu prefix success_flag
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID5355-NGC4356 0
115.4115 0.0366 114.5277 0.0718 5.7306 0.0189 31.9349 0.7486 1.7812 0.0284 0.4835 0.0051 -14.538 0.5646 -44.0169 3.0235 0.0 1.5293 VFID5360-NGC4698 1
37.6908 0.3926 39.2322 0.4303 10.3521 0.1399 4.7526 0.89 0.8085 0.1855 0.9181 0.1152 -2.3482 67.9852 -25.4311 6.6505 0.0 1.2707 VFID5369-NGC4415 1
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID5373-NGC4598 0
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID5376-NGC4488 0
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID5395-NGC4535 0
31.0296 0.0528 30.8738 0.062 9.2053 0.0338 3.4253 0.1573 0.9682 0.0428 0.8565 0.0279 9.8916 8.1217 20.7041 7.4307 0.0 1.3368 VFID5404-NGC4464 1
64.0708 0.0705 64.6842 0.057 7.2803 0.0122 7.9291 0.1377 0.6967 0.0175 0.822 0.0099 59.8235 2.8773 -53.3519 4.3243 0.0 1.546 VFID5414-NGC4492 1
32.8952 0.216 34.6335 0.2263 10.2235 0.1312 4.7602 0.8088 0.9421 0.1597 0.7767 0.0868 43.8025 18.9236 -2.0581 8.0304 0.0 1.2045 VFID5420-VCC1675 1
306.7073 0.0118 308.3604 0.0133 5.4227 0.0062 10.7021 0.09 1.5417 0.01 0.8751 0.0035 -20.2721 1.2884 -5.4776 0.9126 0.0 1.9946 VFID5432-MESSIER049 1
22.5325 0.7404 24.3822 0.36 9.7388 0.0765 10.8457 1.1062 0.528 0.1096 0.2527 0.0208 64.1312 1.9687 -24.6404 13.3694 0.0 1.2173 VFID5440-IC3617 1
47.3015 0.0242 47.9542 0.0223 6.283 0.0069 6.9512 0.0657 0.978 0.0094 0.9659 0.0062 -57.1625 7.7452 -123.3668 7.0248 0.0 1.5382 VFID5446-NGC4416 1
50.1323 0.1864 51.6822 0.1125 9.1483 0.0352 7.2946 0.346 0.6502 0.053 0.2805 0.0091 58.5868 1.0365 13.0807 5.0889 0.0 1.2814 VFID5453-UGC07802 1
32.5087 0.6228 32.3034 0.9029 10.9964 0.1855 5.2446 0.8305 0.2149 0.1247 0.7078 0.1329 -0.807 19.5231 7.9366 8.626 0.0 1.4441 VFID5462-IC3131 1
39.1621 0.0132 39.9692 0.0206 6.2854 0.0031 5.9412 0.0271 0.5424 0.0051 0.6472 0.0025 13.3114 0.3851 -4.8408 8.1926 0.0 2.1919 VFID5467-NGC4470 1
62.1781 0.4767 56.0485 0.6941 8.1343 0.174 20.9438 3.0423 1.1683 0.1453 0.7012 0.0501 24.5872 7.5425 5.6597 6.9933 0.0 1.3565 VFID5481-UGC07239 1
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID5491-NGC4526 0
27.6284 0.0676 28.359 0.0268 7.982 0.0096 6.3924 0.0807 0.486 0.0142 0.4009 0.0045 -78.5216 0.4887 -9.7015 8.4746 0.0 1.2204 VFID5492-NGC4466 1
66.4844 0.0685 66.8027 0.1737 8.2808 0.1283 18.01 2.765 2.2471 0.217 0.391 0.023 -7.3918 2.1673 -17.3675 4.9145 0.0 1.3752 VFID5496-NGC4623 1
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID5501-UGC07567 0
70.2143 0.0201 70.4296 0.0506 7.0191 0.0094 9.886 0.1219 0.8955 0.0144 0.2671 0.002 -22.2758 0.2169 -34.5275 4.0083 0.0 1.3782 VFID5511-IC3322 1
49.4828 0.0195 48.346 0.0091 7.1715 0.0064 4.6224 0.0423 0.896 0.0104 0.5139 0.0026 83.6893 0.3895 32.8646 5.4307 0.0 1.336 VFID5525-NGC4370 1
77.8663 0.0439 77.8108 0.0369 7.8157 0.0487 8.0326 0.5409 2.0595 0.097 0.8609 0.0247 -73.6752 7.6143 -42.17 3.9702 0.0 1.6906 VFID5537-NGC4612 1
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID5543-UGC07557 0
116.6322 0.0149 117.335 0.0241 7.3458 0.0145 6.2352 0.1256 1.3821 0.0257 0.5706 0.0059 -21.0702 0.7664 6.665 2.2192 0.0 1.2718 VFID5546-NGC4570 1
57.9527 0.0193 59.1061 0.0431 6.0382 0.0038 14.4114 0.0759 0.674 0.0061 0.1575 0.0006 -23.9367 0.0575 -26.2774 5.3529 0.0 1.6652 VFID5549-IC3322A 1
49.9906 0.0446 49.8493 0.0673 7.7842 0.017 6.4572 0.1481 0.8673 0.0281 0.6746 0.009 18.707 1.7132 -58.3914 5.3838 0.0 1.3054 VFID5558-IC3259 1
58.2826 0.018 57.9153 0.0185 7.7554 0.0193 3.8983 0.1033 1.5831 0.0383 0.914 0.0119 71.4109 6.1075 19.9289 4.6894 0.0 1.454 VFID5565-NGC4309 1
51.0763 0.0523 50.7691 0.0422 9.3588 0.0564 3.1468 0.2594 1.5291 0.124 0.91 0.0306 73.5396 19.5737 -13.3929 5.099 0.0 1.2727 VFID5576-NGC4341 1
38.2582 0.0238 38.2864 0.0299 8.6139 0.0226 3.2659 0.1004 1.1593 0.0421 0.668 0.0133 -13.4181 2.0939 23.1416 6.6278 0.0 1.2226 VFID5585-NGC4342 1
36.7025 0.0797 37.2793 0.0838 7.7198 0.0185 6.9164 0.1701 0.7838 0.0214 0.9718 0.019 0.0175 26.8673 -18.2663 8.1623 0.0 1.2753 VFID5588-IC3267 1
58.2315 0.0154 58.2837 0.0142 6.1161 0.0041 8.5596 0.0489 0.9656 0.0065 0.3485 0.0012 -49.2525 0.1339 -17.7755 4.8043 0.0 1.467 VFID5599-NGC4343 1
26.4882 0.0134 22.71 0.0219 8.509 0.0273 3.0946 0.1107 1.5347 0.0569 0.8225 0.0152 25.8671 3.766 33.1677 11.9099 0.0 1.2156 VFID5603-IC3591 1
24.5214 0.1275 25.8302 0.2019 8.215 0.0316 7.8125 0.2855 0.5086 0.033 0.6191 0.0194 23.1392 2.7804 -19.0111 17.4257 0.0 1.4978 VFID5626-IC3414 1
36.8837 0.2951 37.2869 0.439 9.8898 0.0791 7.4699 0.8255 0.6571 0.1234 0.3532 0.0275 34.6948 3.0977 -46.9678 7.4598 0.0 1.2368 VFID5642-IC3229 1
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID5649-NGC4241 0
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID5652-IC3576 0
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID5654-IC3268 0
39.756 0.4445 35.7042 0.5419 11.8069 0.2628 4.8863 8.2885 0.0389 0.167 0.5807 0.1364 39.0533 11.9136 -6.3786 6.4819 1.0 1.2288 VFID5687-HolmbergVII 1
62.6314 0.0576 60.8683 0.0454 6.0019 0.0044 10.9969 0.0743 0.5195 0.007 0.7991 0.0046 -76.7652 1.117 -128.3932 5.1901 0.0 1.7359 VFID5693-NGC4430 1
76.1442 0.074 75.6743 0.0785 7.5084 0.0236 11.1711 0.3519 1.1236 0.0349 0.4807 0.0077 44.2501 1.0125 27.8515 3.6579 0.0 1.2569 VFID5712-NGC4260 1
26.1774 1.1541 30.7665 1.6409 10.7542 0.1762 13.0875 3.2158 0.6699 0.3082 0.0972 0.0173 35.09 1.5792 47.367 10.7156 1.0 1.3559 VFID5714-VCC0315 1
70.4523 0.0759 70.5717 0.0696 8.1053 0.0667 6.5823 0.6035 1.5723 0.1138 0.9585 0.0381 83.8685 42.7017 9.281 6.2203 0.0 2.2666 VFID5717-NGC4339 1
44.47 0.2398 52.2411 0.161 8.1852 0.0311 11.942 0.2549 0.1472 0.0175 0.6411 0.0166 58.2366 2.1459 -46.9168 5.3534 0.0 1.4331 VFID5746-UGC07943 1
22.9501 0.0387 23.8652 0.0589 9.1766 0.0304 3.049 0.1192 0.9038 0.0422 0.705 0.0179 7.7555 3.687 93.7893 11.9179 0.0 1.2139 VFID5755-VCC0340 1
62.5565 0.0605 59.2821 0.1708 8.3743 0.0291 9.9238 0.3922 0.8725 0.0458 0.245 0.0059 19.0781 0.6301 -20.8298 4.5673 0.0 1.2817 VFID5760-NGC4423 1
39.9007 0.0501 41.7781 0.0613 7.7551 0.012 6.8895 0.1186 0.6505 0.0199 0.5761 0.007 -38.5444 1.0724 -57.6567 6.5938 0.0 1.2735 VFID5788-NGC4376 1
26.7929 0.0414 26.7927 0.0344 8.8824 0.0309 3.3949 0.1426 1.109 0.0503 0.7101 0.0187 -76.8258 3.3257 13.4462 10.7522 0.0 1.2174 VFID5816-NGC4282 1
35.1973 0.2478 36.6176 0.2663 9.4839 0.0489 7.3433 0.4865 0.5251 0.0771 0.335 0.0196 43.6533 1.8363 34.1483 7.6204 0.0 1.2396 VFID5817-NGC4252 1
60.1178 0.0706 59.8874 0.0234 7.6634 0.017 5.7378 0.1389 0.7968 0.0222 0.3929 0.0061 73.9825 0.6823 -2.9957 7.644 0.0 3.4665 VFID5820-NGC4266 1
57.6305 0.0145 57.3257 0.0188 6.2768 0.0035 6.793 0.0203 0.2872 0.0027 0.683 0.0023 -29.2892 0.3762 -14.8142 4.7974 0.0 1.4934 VFID5851-NGC4580 1
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID5863-NGC4713 0
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID5869-NGC4324 0
23.4498 0.296 24.4534 0.3831 10.609 0.1182 6.0444 0.3637 0.0935 0.0661 0.4449 0.0329 34.4906 4.0956 9.281 12.7546 0.0 1.4623 VFID5917-VCC1789 1
48.5468 0.0328 49.2661 0.0388 8.0843 0.0325 4.4866 0.1878 1.263 0.0497 0.7742 0.0169 9.7384 4.0348 21.8012 7.8095 0.0 2.2524 VFID5960-NGC4292 1
34.9642 0.1576 34.4151 0.1729 8.1893 0.031 7.8865 0.1774 0.306 0.0237 0.7601 0.0191 72.9921 4.5226 22.5649 10.1736 0.0 1.3898 VFID5966-NGC4301 1
122.5287 0.0224 118.1087 0.0365 7.8184 0.0376 3.2351 0.1682 1.479 0.0809 0.7705 0.0229 5.5851 4.3849 70.962 5.6182 0.0 7.3864 VFID5995-NGC4688 1
72.1229 0.0179 71.3679 0.0154 4.7706 0.002 11.4979 0.0318 0.5803 0.0032 0.3545 0.0008 -48.9373 0.0818 18.356 6.6266 0.0 4.4908 VFID6005-NGC4808 1
59.7438 0.0236 59.2916 0.084 7.7665 0.0157 8.7582 0.1878 0.8562 0.0265 0.2527 0.0034 16.7458 0.352 -2.2658 4.8078 0.0 1.2958 VFID6012-UGC07387 1
49.5356 0.2526 54.2421 0.9024 10.1518 0.101 11.4693 0.8209 0.1775 0.0617 0.1884 0.0164 -15.667 1.3217 -41.6172 5.5089 0.0 1.3642 VFID6031-UGC08053 1
31.2624 0.3302 31.6224 0.1447 10.6188 0.1014 5.5239 0.2351 0.0806 0.0601 0.3286 0.0228 -80.5291 2.1616 -0.2266 9.9901 0.0 1.3666 VFID6034-VCC0737 1
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID6041-NGC4630 0
26.5569 0.0125 26.6734 0.0174 7.9903 0.0183 2.7055 0.0633 1.32 0.0372 0.9091 0.0122 7.2176 5.6505 129.139 12.3786 0.0 1.4674 VFID6055-UGC07354 1
84.0281 0.0053 83.812 0.0047 5.2149 0.0035 6.0943 0.0301 1.5872 0.0077 0.8425 0.0024 42.3485 0.602 -45.5428 3.9474 0.0 1.9536 VFID6095-NGC4457 1
28.6845 0.5062 29.2491 0.4914 9.6101 0.0938 6.9411 0.7446 0.4986 0.0985 0.9924 0.0904 -32.479 533.8502 95.3339 11.3028 0.0 1.3271 VFID6097-UGC07715 1
80.8239 0.0934 79.8598 0.069 6.8988 0.0091 14.5688 0.1965 0.6269 0.0168 0.152 0.0016 -52.4735 0.1343 6.5998 4.8964 0.0 1.8188 VFID6110-UGC07522 1
52.3906 0.0066 52.9458 0.0085 5.8763 0.0029 5.3106 0.0217 0.9079 0.0044 0.7981 0.0019 43.236 0.5467 -10.8446 5.341 0.0 1.5084 VFID6120-NGC4701 1
58.3572 0.0068 59.2636 0.0226 6.8059 0.0045 5.9549 0.0368 0.7165 0.0059 0.3731 0.0016 -16.509 0.1852 1.9775 4.7041 0.0 1.4344 VFID6169-NGC4544 1
14.5381 0.2249 14.3796 0.165 10.6418 24.6017 249.4683 13976.7803 14.1572 157.6312 0.1286 0.1409 -57.0406 9.3254 -32.0209 24.0742 1.0 1.2125 VFID6193-VCC1060 1
95.6309 0.0049 95.6362 0.0043 5.1606 0.0077 6.8089 0.1026 3.7883 0.0409 0.837 0.0044 -74.4623 0.9565 -75.4392 4.2057 0.0 2.6056 VFID6199-NGC4123 1
87.9933 0.021 88.2672 0.1182 7.0783 0.0097 14.8456 0.198 0.7196 0.0161 0.1738 0.0016 0.0979 0.1608 -12.1317 3.1356 0.0 1.3738 VFID6202-UGC07982 1
53.4248 0.4932 54.4592 0.3041 10.1903 0.1344 12.1497 3.2627 0.0282 0.0341 0.5614 0.0401 -66.9312 4.1527 -26.3903 4.9318 1.0 1.2475 VFID6215-UGC07612 1
40.2756 0.3355 40.7199 0.2425 8.3027 0.5015 29.4731 14.8566 2.1441 0.5222 0.4233 0.0408 -53.5238 4.0954 6.9386 14.7033 0.0 1.4766 VFID6230-NGC4587 1
48.6899 0.2556 45.3853 0.2518 9.5572 0.0542 6.5757 0.4932 0.5985 0.0864 0.4941 0.0284 45.2409 3.6151 2.9019 5.2733 0.0 1.2657 VFID6232-NGC4809 1
189.3449 0.0267 188.9452 0.0101 3.2177 0.0016 24.9456 0.0615 0.923 0.0047 0.2544 0.0004 69.8172 0.0392 -56.3527 3.5897 0.0 8.3965 VFID6233-NGC4527 1
42.1078 0.0344 41.5596 0.0603 8.6678 0.0277 4.0787 0.1395 0.8499 0.0358 0.648 0.0144 -29.7214 2.314 -8.359 6.8183 0.0 1.3363 VFID6234-UGC07035 1
63.2584 0.0218 62.7128 0.0262 4.7539 0.0027 11.5689 0.048 0.5931 0.0047 0.7703 0.0025 -41.2878 0.5627 -109.8985 8.2319 0.0 4.8573 VFID6263-NGC4900 1
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID6264-NGC4409 0
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID6303-NGC4536 0
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID6310-NGC4772 0
68.0116 0.0141 67.922 0.0165 6.6786 0.013 7.6434 0.1395 1.7531 0.0207 0.8563 0.0077 -49.8306 2.2708 57.9837 4.3534 0.0 1.5587 VFID6352-NGC4643 1
42.4682 0.3259 44.8079 0.3082 10.4554 0.1214 3.9359 0.7095 0.7117 0.1744 0.8889 0.1201 61.7094 50.3069 40.4846 6.397 0.0 1.4073 VFID6414-UGC07824 1
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID6448-NGC4845 0
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID6462-CGCG014-064 0
32.3211 0.202 31.9156 0.3806 8.2565 1.2927 84.5733 144.9608 3.9224 2.4192 0.1328 0.0202 -29.1822 1.6522 -50.8193 12.8068 0.0 1.4345 VFID6472-UGC07394 1
62.0939 0.0458 62.6873 0.1893 8.4417 0.0252 9.6668 0.3428 0.7467 0.0398 0.2427 0.0056 -9.4834 0.587 14.392 4.194 0.0 1.3006 VFID6473-UGC07991 1
135.1252 0.0263 135.4924 0.0247 7.447 0.0196 5.8806 0.1576 1.3499 0.0328 0.6226 0.009 -37.5028 1.2811 11.9326 2.5252 0.0 2.1924 VFID6492-NGC4179 1
93.5125 0.0414 94.0098 0.0401 6.0428 0.0037 14.614 0.072 0.494 0.0054 0.2664 0.0012 -45.8991 0.1065 35.6666 2.9676 0.0 1.6167 VFID6497-NGC4771 1
58.6952 0.1733 62.1855 0.2084 8.5372 0.0645 10.6577 0.9441 1.1453 0.0882 0.6059 0.0277 44.5824 4.3542 -62.3294 4.9627 0.0 1.3387 VFID6600-UGC07911 1
61.5059 0.2778 57.5748 0.311 10.8728 0.1507 5.9019 3.9137 0.0259 0.0964 0.7211 0.084 36.3093 10.6049 -46.5573 5.3812 1.0 1.3238 VFID6605-UGC07332 1
117.9845 0.4484 112.9557 0.9997 8.1452 0.0427 20.7235 1.2799 0.4682 0.0637 0.4506 0.0255 20.7967 2.6946 39.2337 2.5482 0.0 1.4535 VFID6610-NGC4517A 1
96.761 0.1005 96.9939 0.1827 6.933 0.0116 14.796 0.2514 0.5509 0.0183 0.544 0.0074 -11.0262 0.9625 -1.9232 2.932 0.0 1.4057 VFID6635-UGC08041 1
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID6636-NGC4517 0
59.7978 0.0131 60.9189 0.0135 5.639 0.006 8.7375 0.0724 1.3153 0.0096 0.6596 0.003 -43.8214 0.4621 -26.7411 6.5903 0.0 2.8576 VFID6660-NGC4904 1
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID6717-NGC4666 0
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 VFID6725-NGC4592 0
